"","Name","Mileage"
"1130","Hyundai i20 1.2 Magna",18.5
"1131","Maruti Celerio VXI AT",23.1
"1132","Mercedes-Benz New C-Class C 220 CDI Elegance AT",14.84
"1133","Maruti Swift Dzire VXi",17.5
"1134","Volkswagen Vento Petrol Trendline",15.04
"1135","Maruti Swift ZDi",25.2
"1136","Toyota Corolla Altis VL",14.53
"1137","Honda Civic 2006-2010 1.8 V MT",13.5
"1138","Ford EcoSport 1.5 Ti VCT AT Titanium BE",16.05
"1139","Fiat Linea Emotion Pack (Diesel)",19
"1140","Hyundai i10 Era",19.81
"1141","Volvo XC60 D5 Inscription",11.2
"1142","Hyundai i20 1.2 Asta",18.6
"1143","Honda City i DTEC S",26
"1144","Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV",12.99
"1145","Renault KWID RXT",25.17
"1146","Maruti A-Star Vxi",19
"1147","Mercedes-Benz B Class B180",14.8
"1148","Maruti Wagon R LXI BS IV",18.9
"1149","Maruti Swift VDI BSIV",25.2
"1150","Hyundai Verna VTVT 1.6 AT SX Option",17
"1151","Hyundai Verna CRDi 1.6 AT SX Option",22
"1152","Honda City V MT",16.8
"1153","Hyundai i10 Magna Optional 1.1L",16
"1154","Toyota Etios GD SP",23.59
"1155","Volvo S60 D4 Momentum",27.03
"1156","Ford Figo Diesel EXI",20
"1157","Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade",13
"1158","BMW 3 Series 320d Luxury Line",22.69
"1159","Maruti Alto 800 VXI",22.74
"1160","Toyota Innova Crysta 2.4 VX MT",13.68
"1161","Volkswagen Polo 1.0 MPI Trendline",18.78
"1162","Nissan Terrano XL",13.24
"1163","Mitsubishi Pajero Sport 4X4",13.5
"1164","Honda Civic 2010-2013 1.8 S MT",14.8
"1165","Maruti Alto 800 LXI",22.74
"1166","Volkswagen Vento Diesel Highline",20.54
"1167","Land Rover Freelander 2 HSE",12.35
"1168","Honda CR-V 2.0L 2WD MT",13.7
"1169","Maruti Ertiga VDI",20.77
"1170","Toyota Innova 2.5 GX (Diesel) 7 Seater",12.99
"1171","Tata Manza Aura Safire",15
"1172","Audi Q7 35 TDI Quattro Premium Plus",12.07
"1173","Hyundai Verna 1.6 SX VTVT (O) AT",17.1
"1174","Volkswagen Vento 1.5 Highline Plus AT 16 Alloy",21.5
"1175","Honda City 1.5 S MT",17
"1176","Ford Figo Diesel Titanium",20
"1177","Honda Jazz 1.2 VX i VTEC",18.7
"1178","Volkswagen Polo Petrol Highline 1.2L",16.47
"1179","Honda City i-VTEC S",17.4
"1180","Honda City ZX GXi",17.7
"1181","Honda CR-V 2.4L 4WD AT AVN",12
"1182","BMW 5 Series 2013-2017 520d Luxury Line",18.12
"1183","Ambassador Classic Nova Diesel",12.8
"1184","Mahindra Scorpio VLX 2.2 mHawk BSIII",12.05
"1185","Volkswagen Vento Diesel Comfortline",20.54
"1186","Maruti Zen VX",17.3
"1187","Maruti 800 DX BSII",16.1
"1188","Toyota Corolla Altis 1.8 VL CVT",14.28
"1189","BMW 3 Series 328i Sport Line",14.59
"1190","Ford Ikon 1.3 Flair",13.8
"1191","Chevrolet Beat LT",18.6
"1192","Toyota Corolla Altis 1.4 DG",21.43
"1193","Mahindra XUV500 W4",16
"1194","Hyundai Xcent 1.1 CRDi Base",24.4
"1195","Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde",13
"1196","Hyundai i10 Sportz",20.36
"1197","Toyota Corolla Altis VL AT",14.28
"1198","Toyota Corolla 1.8 J",14.53
"1199","Audi Q3 2.0 TDI Quattro",17.32
"1200","Hyundai i20 Magna Optional 1.4 CRDi",21.9
"1201","Mercedes-Benz New C-Class C 220d Avantgarde Edition C",19.27
"1202","Maruti Ritz VDi",21.1
"1203","Hyundai Creta 1.6 SX Plus Diesel",19.67
"1204","Jaguar XE 2.0L Diesel Prestige",13.6
"1205","Mahindra Xylo D4",14.95
"1206","Toyota Innova 2.5 G (Diesel) 7 Seater",12.99
"1207","Toyota Camry 2.5 Hybrid",19.16
"1208","Audi Q5 3.0 TDI Quattro",13.22
"1209","Maruti Swift VDI",28.4
"1210","Maruti Ertiga VDI Limited Edition",20.77
"1211","Maruti Swift VXi BSIV",16.1
"1212","Hyundai i10 Sportz",20.36
"1213","Hyundai i10 Sportz",20.36
"1214","Maruti Baleno Sigma 1.2",21.4
"1215","Hyundai Accent Executive",16.36
"1216","Honda Brio S MT",19.4
"1217","Maruti Swift ZDi",22.9
"1218","Hyundai Xcent 1.2 VTVT S",20.14
"1219","Mahindra XUV500 W8 2WD",16
"1220","Mercedes-Benz E-Class E250 CDI Avantgrade",13
"1221","Land Rover Freelander 2 TD4 S",0
"1222","Mercedes-Benz New C-Class C 220 CDI Avantgarde",19.27
"1223","Hyundai i20 Asta 1.4 CRDi",21.27
"1224","Skoda Octavia Elegance 2.0 TDI AT",19.3
"1225","Honda City 1.5 S MT",17
"1226","Toyota Fortuner 4x2 AT",12.55
"1227","Audi Q3 2.0 TDI Quattro",17.32
"1228","Maruti Alto K10 2010-2014 VXI",20.92
"1229","Tata Indigo eCS LX BSIV",23.03
"1230","Audi A4 2.0 TDI 177 Bhp Premium Plus",17.11
"1231","Honda City i-VTEC CVT VX",18
"1232","Toyota Fortuner 2.8 2WD MT",14.24
"1233","Hyundai Grand i10 Sportz",18.9
"1234","Maruti Eeco 7 Seater Standard",15.1
"1235","Volkswagen Polo Petrol Highline 1.2L",16.47
"1236","Maruti Wagon R LXI Minor",18.9
"1237","Honda City 1.5 V MT",17
"1238","Honda Civic 2010-2013 1.8 S MT",14.8
"1239","Honda City 1.5 EXI",13
"1240","Hyundai i20 1.2 Magna",18.5
"1241","Hyundai Grand i10 CRDi Sportz Celebration Edition",24
"1242","Volkswagen Vento Petrol Highline AT",14.4
"1243","Hyundai i10 Sportz 1.2",20.36
"1244","Hyundai i20 Asta",17
"1245","Chevrolet Beat LS",18.6
"1246","Volkswagen Polo Diesel Highline 1.2L",22.07
"1247","Ford Figo Petrol LXI",15.6
"1248","Audi TT 2.0 TFSI",9.9
"1249","Honda City i DTEC VX",25.1
"1250","Ford Figo Diesel Titanium",20
"1251","Toyota Innova 2.5 ZX Diesel 7 Seater",12.99
"1252","Maruti Ciaz 1.4 AT Alpha",19.12
"1253","Hyundai Grand i10 AT Asta",18.9
"1254","Honda City 1.3 DX",12.8
"1255","Ford EcoSport 1.0 Ecoboost Titanium Plus BE",18.88
"1256","Skoda Octavia Ambition 1.8 TSI AT",14.7
"1257","Fiat Linea Emotion (Diesel)",20.4
"1258","Maruti Swift Lxi BSIII",16.1
"1259","Land Rover Discovery 4 TDV6 SE",11.8
"1260","Toyota Innova 2.5 V Diesel 7-seater",12.8
"1261","Maruti Swift LDI",28.4
"1262","Audi A6 2011-2015 2.0 TDI Premium Plus",17.68
"1263","BMW 5 Series 520d Luxury Line",22.48
"1264","Hyundai i20 Magna Optional 1.2",18.5
"1265","BMW X1 M Sport sDrive 20d",17.05
"1266","Toyota Etios G",17.6
"1267","Tata Indigo LX",17
"1268","Mercedes-Benz M-Class ML 350 4Matic",0
"1269","Volkswagen Beetle 2.0",10.98
"1270","Volkswagen Polo GT TDI",19.7
"1271","Hyundai Grand i10 CRDi Magna",24
"1272","Maruti Swift VDI BSIV",25.2
"1273","Hyundai Verna CRDi 1.4 E",24
"1274","BMW 5 Series 2003-2012 525d",16.73
"1275","Honda City 1.5 S MT",17
"1276","Audi A4 2.0 TDI",16.55
"1277","Fiat Linea Classic Plus 1.3 Multijet",19.5
"1278","Honda City 1.3 EXI",13
"1279","BMW 3 Series 320d Luxury Line",22.69
"1280","Ford Fiesta 1.4 Duratec EXI",16.6
"1281","Tata Nano XTA",21.9
"1282","Maruti Ignis 1.2 Delta",20.89
"1283","Maruti Swift Dzire ZXi",17.5
"1284","Ford Ecosport 1.5 DV5 MT Titanium",22.7
"1285","Maruti Swift 1.3 ZXI",16.1
"1286","Maruti Swift Dzire VXI",19.1
"1287","Hyundai i10 Sportz AT",16.95
"1288","Mahindra XUV500 W6 2WD",15.1
"1289","Hyundai i20 Magna 1.4 CRDi",22.54
"1290","Hyundai i20 Asta 1.4 CRDi",21.27
"1291","BMW 7 Series 730Ld",16.46
"1292","Skoda Rapid 1.6 MPI AT Style Plus",14.3
"1293","Audi Q7 45 TDI Quattro Technology",14.75
"1294","Honda City i VTEC VX",17.4
"1295","Hyundai Xcent 1.2 Kappa SX",19.1
"1296","Honda City i DTec E",26
"1297","Honda Brio S Option MT",18.4
"1298","Maruti Ciaz ZDi Plus SHVS",28.09
"1299","Maruti Swift Dzire VDI Optional",26.59
"1300","Honda CR-V 2.4L 4WD AT",11.1
"1301","Toyota Corolla Altis 2008-2013 1.8 VL AT",14.53
"1302","Honda City 1.5 V MT",17
"1303","Mahindra Scorpio LX BS IV",12.05
"1304","Skoda Laura 1.8 TSI Ambiente",13.4
"1305","BMW 3 Series 320d Sport Line",18.88
"1306","Maruti SX4 Zxi BSIII",15
"1307","Maruti Ciaz VXi Plus",20.73
"1308","Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel",10.2
"1309","Toyota Innova 2.5 G (Diesel) 7 Seater BS IV",12.99
"1310","Hyundai Santro Xing GL",0
"1311","Hyundai Santa Fe 4WD AT",13.01
"1312","Mercedes-Benz New C-Class C250 Avantgarde",11.74
"1313","Maruti Alto LXi",19.7
"1314","Maruti Alto 800 2016-2019 LXI",24.7
"1315","Nissan Sunny 2011-2014 XV",16.95
"1316","Maruti Alto 800 2016-2019 VXI",24.7
"1317","Maruti Alto K10 VXI",24.07
"1318","Hyundai Grand i10 1.2 Kappa Sportz AT",18.9
"1319","Honda Mobilio S i DTEC",24.2
"1320","Tata Manza Aqua Quadrajet",18.8
"1321","Chevrolet Optra Magnum 2.0 LT",16.52
"1322","Honda City i VTEC CVT VX",18
"1323","Hyundai Grand i10 1.2 Kappa Sportz",18.9
"1324","Hyundai Verna CRDi 1.6 SX",22
"1325","Nissan Micra XL",18.44
"1326","Hyundai Verna 1.6 SX",22.32
"1327","Hyundai Creta 1.6 VTVT E Plus",15.29
"1328","Maruti Wagon R VXI BS IV",20.51
"1329","Honda Accord 2.4 Elegance A/T",10.2
"1330","Honda City 1.5 S AT",16.8
"1331","Maruti Baleno Alpha 1.3",27.39
"1332","Honda City i DTec V",26
"1333","Hyundai i20 Era 1.4 CRDi",22.54
"1334","Mercedes-Benz E-Class 2015-2017 E350 Edition E",13
"1335","Nissan Terrano XV 110 PS",19.01
"1336","Renault Duster 110PS Diesel RxZ AMT",19.6
"1337","Maruti Wagon R LXI Minor",18.9
"1338","Hyundai Getz 1.5 CRDi GVS",17.1
"1339","Maruti Ritz LXi",18.5
"1340","Honda City 1.5 GXI",0
"1341","BMW 5 Series 520d Sport Line",22.48
"1342","Volkswagen Polo 1.2 MPI Highline",16.47
"1343","Ford Figo Petrol ZXI",15.6
"1344","BMW 3 Series 320d Luxury Line",18.88
"1345","Hyundai Verna 1.6 SX CRDi (O)",22.32
"1346","Renault Duster 85PS Diesel RxL",20.45
"1347","Hyundai Grand i10 1.2 Kappa Magna AT",18.9
"1348","BMW X1 sDrive20d",17.05
"1349","Maruti Ritz VDi",21.1
"1350","Hyundai i10 Era 1.1 iTech SE",19.81
"1351","BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater",15.97
"1352","Honda City V MT Exclusive",16.8
"1353","Mahindra Ssangyong Rexton RX7",11.18
"1354","Ford Ecosport 1.5 DV5 MT Titanium Optional",22.7
"1355","Maruti Alto LXi",19.7
"1356","Volkswagen Polo 1.2 MPI Highline",16.47
"1357","Volkswagen Polo Diesel Comfortline 1.2L",22.07
"1358","Volkswagen Polo Diesel Highline 1.2L",22.07
"1359","Maruti Ertiga ZDI",20.77
"1360","Ford EcoSport 1.5 TDCi Ambiente",22.77
"1361","Toyota Innova Crysta 2.8 ZX AT",11.36
"1362","BMW 5 Series 523i Sedan",10.8
"1363","Maruti Swift Dzire Tour LDI",23.4
"1364","Ford Ecosport 1.0 Ecoboost Platinum Edition",18.88
"1365","Hyundai Verna CRDi SX",16.8
"1366","Tata Zest Revotron 1.2T XM",17.57
"1367","Audi A7 2011-2015 3.0 TDI Quattro",14.4
"1368","Tata Indica Vista Quadrajet VX",22.3
"1369","Maruti Swift Dzire VDI",26.59
"1370","Fiat Linea Emotion",16
"1371","Hyundai i20 1.2 Spotz",18.6
"1372","Hyundai EON Era Plus",21.1
"1373","Mercedes-Benz GLA Class 200 CDI SPORT",17.9
"1374","Maruti Celerio VXI",23.1
"1375","Chevrolet Beat LT",17.8
"1376","Honda Jazz 1.2 V AT i VTEC Privilege",19
"1377","BMW 3 Series 320d Highline",16.07
"1378","Renault Duster 110PS Diesel RxL",19.01
"1379","Ford Figo 2015-2019 1.5P Titanium AT",17.01
"1380","Toyota Innova Crysta 2.4 VX MT",13.68
"1381","Chevrolet Beat Diesel LS",25.44
"1382","Volkswagen Polo GTI",17.21
"1383","Ford Endeavour 3.2 Trend AT 4X4",10.91
"1384","Hyundai Verna 1.6 SX CRDI (O) AT",22.32
"1385","Ford Figo 2015-2019 1.2P Titanium Opt MT",18.16
"1386","Maruti 800 AC",16.1
"1387","Honda City i DTEC V",26
"1388","Mahindra XUV500 W8 2WD",16
"1389","Ford Figo Diesel ZXI",20
"1390","Ford EcoSport 1.5 Petrol Titanium",17
"1391","Hyundai i20 Asta 1.2",18.6
"1392","Toyota Innova 2.5 G (Diesel) 7 Seater BS IV",12.99
"1393","Renault Duster 85PS Diesel RxL Optional",20.46
"1394","Toyota Innova 2.5 VX (Diesel) 8 Seater",12.99
"1395","Honda City 1.5 S MT",17
"1396","Maruti Alto K10 VXI",24.07
"1397","Nissan Micra Active XL Petrol",19.49
"1398","Maruti Celerio VXI AT",23.1
"1399","Mercedes-Benz New C-Class 200 Kompressor",11.7
"1400","Ford Fiesta Diesel Style",23.5
"1401","Hyundai Verna 1.6 VTVT S",17.01
"1402","Hyundai i20 1.4 Asta (AT)",15
"1403","Maruti Swift Dzire VXi",17.5
"1404","Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command",14.84
"1405","Hyundai Elite i20 Petrol Asta",18.6
"1406","Hyundai Verna 1.6 VTVT EX AT",17.01
"1407","Chevrolet Cruze LTZ",17.3
"1408","Toyota Corolla Altis 1.8 G",14.28
"1409","Maruti A-Star Vxi",19
"1410","Nissan Micra Diesel XV Premium",23.08
"1411","Tata Nano LX",25.4
"1412","Maruti Swift Dzire Tour LDI",23.4
"1413","Land Rover Range Rover Sport 2005 2012 Sport",0
"1414","Audi Q3 2.0 TDI Quattro",17.32
"1415","Honda Amaze VX i-DTEC",25.8
"1416","Chevrolet Optra 1.6 LS",14.7
"1417","Audi Q5 2.0 TDI Premium Plus",14.16
"1418","Maruti Ritz VDi",23.2
"1419","Mahindra Scorpio S6 7 Seater",15.4
"1420","Maruti Ciaz ZDi SHVS",28.09
"1421","Toyota Corolla Altis Aero D 4D J",21.43
"1422","Tata Indica V2 eLS",25
"1423","Maruti 800 Std BSIII",16.1
"1424","Volkswagen Polo 1.2 MPI Highline",16.47
"1425","Hyundai Elantra 2.0 SX Option AT",14.62
"1426","Toyota Fortuner 4x2 4 Speed AT",11.5
"1427","Maruti Baleno Zeta 1.2",21.4
"1428","Maruti Baleno Zeta 1.2",21.4
"1429","Mini Cooper Countryman D",23.8
"1430","Mercedes-Benz S Class 2005 2013 320 CDI",13
"1431","Maruti Alto K10 LXI",20.92
"1432","Maruti Swift VXI Optional",20.4
"1433","Chevrolet Sail LT ABS",22.1
"1434","Toyota Innova 2.5 G (Diesel) 8 Seater BS IV",12.8
"1435","Toyota Fortuner 3.0 Diesel",11.5
"1436","BMW 3 Series 320d Sport Line",18.88
"1437","Skoda Octavia Ambition 1.4 TSI MT",16.8
"1438","Toyota Fortuner 3.0 Diesel",11.5
"1439","Volkswagen Jetta 2007-2011 1.9 Highline TDI",15.5
"1440","Hyundai i20 1.4 CRDi Asta",23
"1441","Tata Manza Club Class Quadrajet90 LX",21.02
"1442","Volkswagen Vento Petrol Highline",15.04
"1443","Hyundai Creta 1.6 SX Automatic Diesel",17.6
"1444","Maruti Ritz VXI",21.1
"1445","Honda CR-V 2.0L 2WD MT",13.1
"1446","Mahindra XUV500 W8 2WD",15.1
"1447","Volkswagen Ameo 1.5 TDI Comfortline",21.66
"1448","Tata Zest Revotron 1.2 XT",17.57
"1449","Jaguar XJ 3.0L Portfolio LWB",12.9
"1450","Toyota Corolla Altis 1.8 VL CVT",14.28
"1451","Maruti A-Star Vxi",19
"1452","Honda Accord VTi-L (AT)",11.1
"1453","Hyundai i20 Asta (o)",17
"1454","Toyota Fortuner 4x2 AT",12.55
"1455","Mercedes-Benz New C-Class C 200 CGI Avantgarde",11.74
"1456","Maruti Baleno Alpha 1.3",27.39
"1457","Maruti Ertiga VDI",20.77
"1458","Land Rover Range Rover Sport SE",12.65
"1459","Chevrolet Optra Magnum 1.6 LT ABS BS3",12.9
"1460","Honda Civic 2006-2010 1.8 V AT",12.9
"1461","BMW X3 xDrive20d",16.09
"1462","Skoda Laura Ambition 2.0 TDI CR AT",20
"1463","Maruti Swift Dzire VDI",23.4
"1464","Volvo V40 Cross Country D3",23.3
"1465","Maruti Swift Dzire ZXi",17.5
"1466","Land Rover Range Rover 2.2L Pure",12.7
"1467","Honda Accord 2.4 AT",11.7
"1468","Toyota Innova 2.5 G (Diesel) 8 Seater",12.99
"1469","Toyota Fortuner 4x4 MT",12.55
"1470","Honda Jazz 1.2 E i VTEC",18.7
"1471","Honda City 1.5 V MT",17
"1472","Maruti Dzire AMT ZDI Plus",28.4
"1473","Nissan Sunny 2011-2014 Diesel XL",21.64
"1474","Toyota Innova 2.5 G (Diesel) 8 Seater",12.99
"1475","Honda Brio S MT",19.4
"1476","Volkswagen Vento Petrol Trendline",15.04
"1477","Mahindra XUV500 W4",16
"1478","Ford EcoSport 1.5 Diesel Titanium Plus",23
"1479","Skoda Yeti Ambition 4X2",17.72
"1480","Hyundai i10 Sportz",20.36
"1481","Toyota Innova 2.5 G (Diesel) 8 Seater BS IV",12.8
"1482","Tata Zest Quadrajet 1.3 XT",20.65
"1483","Maruti Swift VDI",22.9
"1484","Skoda Rapid 1.5 TDI AT Style",21.72
"1485","Toyota Innova Crysta 2.4 VX MT 8S",13.68
"1486","Hyundai Verna 1.6 SX VTVT",17.01
"1487","Honda City i VTEC VX Option",17.4
"1488","Honda City i DTEC SV",26
"1489","Volkswagen Vento Diesel Highline",20.54
"1490","Audi Q5 2008-2012 3.0 TDI",12.19
"1491","Maruti Alto 800 LXI",22.74
"1492","Tata Manza ELAN Quadrajet BS IV",21.12
"1493","Hyundai Creta 1.6 SX Plus Dual Tone Petrol",15.29
"1494","Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury",12
"1495","Mahindra Thar CRDe",16.55
"1496","Hyundai Verna 1.6 CRDI",22.32
"1497","Ford Aspire Titanium Diesel",26.1
"1498","Mini Cooper 3 DOOR D",20.7
"1499","Maruti Omni 8 Seater BSIV",14
"1500","Mahindra Verito 1.5 D4 BSIV",21.03
"1501","Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance",14.21
"1502","Renault Duster 110PS Diesel RxZ",19.01
"1503","Maruti Swift Dzire Tour LDI",23.4
"1504","Volkswagen Polo Petrol Highline 1.2L",16.47
"1505","Mahindra XUV500 W10 2WD",16
"1506","Volkswagen Polo 1.2 MPI Highline",16.47
"1507","Maruti Ritz VXI",21.1
"1508","Toyota Innova 2.5 GX 7 STR BSIV",12.8
"1509","Honda City i DTec SV",26
"1510","Volkswagen Ameo 1.2 MPI Highline",17
"1511","Maruti SX4 ZDI Leather",21.5
"1512","Maruti Swift ZXI",18.6
"1513","Hyundai Creta 1.6 CRDi SX",19.67
"1514","Audi Q7 35 TDI Quattro Technology",12.07
"1515","Maruti Alto LXi BSIII",19.7
"1516","Honda Amaze SX i-DTEC",25.8
"1517","Volkswagen Passat Diesel Highline 2.0 TDI",18.33
"1518","Hyundai Elantra CRDi SX AT",19.5
"1519","Maruti Wagon R VXI BS IV",18.9
"1520","Land Rover Discovery Sport TD4 HSE 7S",12.81
"1521","Honda City i VTEC SV",17.8
"1522","Mercedes-Benz New C-Class C 200 Avantgarde Edition C",14.74
"1523","Maruti Wagon R LX BS IV",20.51
"1524","Hyundai Verna 1.6 CRDI",22.32
"1525","Volkswagen Tiguan 2.0 TDI Highline",17.06
"1526","BMW X1 sDrive 20d Exclusive",15.06
"1527","Hyundai Grand i10 1.2 CRDi Sportz Option",24
"1528","Mercedes-Benz E-Class E250 CDI Avantgrade",13
"1529","Hyundai Grand i10 Asta Option",18.9
"1530","Hyundai i10 Magna 1.2",20.36
"1531","Volkswagen Jetta 2012-2014 2.0L TDI Comfortline",19.33
"1532","Skoda Yeti Elegance",17.67
"1533","Audi Q7 45 TDI Quattro Premium Plus",14.75
"1534","Toyota Fortuner 3.0 Diesel",11.5
"1535","Maruti Wagon R VXI Minor ABS",18.9
"1536","Hyundai EON Era",21.1
"1537","Honda Brio S MT",19.4
"1538","Maruti Alto 800 VXI",22.74
"1539","Mahindra Bolero ZLX",15.96
"1540","Honda City i VTEC SV",17.8
"1541","Skoda Rapid 1.6 MPI Elegance Black Package",15
"1542","Maruti Swift VVT VXI",22
"1543","Hyundai EON Magna Plus",21.1
"1544","Maruti Swift Dzire ZXI",20.85
"1545","Nissan Micra XV CVT",19.34
"1546","Audi Q7 4.2 FSI quattro",8.3
"1547","Maruti Swift Vdi BSIII",17.8
"1548","Tata Xenon XT EX 4X2",13.49
"1549","Volkswagen Polo 1.5 TDI Comfortline",20.14
"1550","Honda City i VTEC SV",17.8
"1551","Honda City i VTEC V",17.4
"1552","Maruti 800 AC BSIII",16.1
"1553","Volkswagen Polo 1.5 TDI Trendline",20.14
"1554","Chevrolet Captiva LTZ VCDi",12.5
"1555","Mahindra XUV500 W10 2WD",16
"1556","Honda Amaze VX i-DTEC",25.8
"1557","Hyundai i20 1.2 Sportz Option",17
"1558","Maruti Wagon R AMT VXI",20.51
"1559","Volkswagen Jetta 2013-2015 2.0L TDI Highline AT",16.96
"1560","Maruti Ciaz 1.4 Zeta",20.73
"1561","Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV",11.79
"1562","Chevrolet Aveo U-VA 1.2 LS",15.26
"1563","Maruti Ciaz ZXi Option",20.73
"1564","Hyundai i20 1.4 CRDi Asta",23
"1565","Honda Jazz 1.2 SV i VTEC",18.7
"1566","Mahindra XUV500 W10 2WD",16
"1567","Hyundai i20 1.2 Sportz",17
"1568","Hyundai Verna 1.6 SX",22.32
"1569","Hyundai i10 Era 1.1",19.81
"1570","Maruti Celerio VXI AT",23.1
"1571","Skoda Fabia 1.2 TDI Ambition",20.86
"1572","Maruti Swift VDI BSIV",25.2
"1573","Hyundai i10 Magna(O) with Sun Roof",16
"1574","Hyundai i10 Magna 1.2",20.36
"1575","Ford Ecosport 1.5 Ti VCT AT Titanium",16.5
"1576","Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde",11.5
"1577","Maruti Swift VDI BSIV",25.2
"1578","Maruti 800 Std BSIII",16.1
"1579","Maruti Swift Lxi BSIII",16.1
"1580","Hyundai Creta 1.6 SX Plus Dual Tone Petrol",15.29
"1581","BMW X1 M Sport sDrive 20d",17.05
"1582","Ford Ikon 1.3 Flair",13.8
"1583","Ford Ecosport 1.5 DV5 MT Titanium Optional",22.7
"1584","Maruti Ciaz VXi Plus",20.73
"1585","Volkswagen Passat Diesel Highline 2.0 TDI",18.33
"1586","Honda Jazz 1.5 VX i DTEC",27.3
"1587","Audi A4 35 TDI Premium",17.11
"1588","Hyundai Grand i10 CRDi Sportz Celebration Edition",24
"1589","Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury",12
"1590","Toyota Innova 2.5 G (Diesel) 7 Seater",12.99
"1591","Nissan Sunny 2011-2014 XL",16.95
"1592","Skoda Laura Ambiente 2.0 TDI CR AT",20
"1593","Chevrolet Aveo 1.4 LS",14.49
"1594","Honda Mobilio V i DTEC",24.2
"1595","Maruti Ritz VDi",21.1
"1596","Volkswagen Polo Petrol Highline 1.2L",16.47
"1597","Nissan Terrano XL",13.24
"1598","Maruti A-Star AT Vxi Aktiv",16.98
"1599","Honda City 1.5 S MT",17
"1600","Hyundai Grand i10 AT Asta",18.9
"1601","Jaguar XE 2.0L Diesel Prestige",13.6
"1602","Mahindra Scorpio VLX",12.05
"1603","Mercedes-Benz New C-Class C 200 Kompressor Elegance AT",11.74
"1604","Skoda Superb Elegance 1.8 TSI AT",13.7
"1605","Chevrolet Cruze LTZ AT",18.1
"1606","Mahindra Scorpio VLX",12.05
"1607","Hyundai Verna 1.6 SX VTVT (O)",17.1
"1608","Hyundai i20 1.4 Asta CRDi with AVN",23
"1609","Honda City ZX CVT",16.4
"1610","Hyundai i10 Magna",20.36
"1611","Honda Amaze S i-Dtech",25.8
"1612","Maruti Wagon R LXI",22.5
"1613","Honda Brio S MT",19.4
"1614","Hyundai i20 1.2 Sportz Option",17
"1615","Volkswagen Vento 2013-2015 1.6 Comfortline",15.04
"1616","Skoda Octavia Rider 1.9 TDI MT",18.7
"1617","Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde",13
"1618","Renault Duster Petrol RxL",13.24
"1619","Hyundai EON Sportz",21.1
"1620","Maruti Swift VXI",18.6
"1621","Audi Q5 3.0 TDI Quattro Technology",13.22
"1622","Hyundai i20 1.2 Spotz",18.6
"1623","Honda Brio S MT",19.4
"1624","Maruti Swift Dzire ZXi",17.5
"1625","Hyundai Grand i10 1.2 Kappa Magna",18.9
"1626","Mahindra Xylo E8 ABS BS IV",11.68
"1627","Volkswagen Polo GTI",17.21
"1628","Maruti Alto K10 VXI",24.07
"1629","Volkswagen Polo Diesel Comfortline 1.2L",22.07
"1630","Hyundai Grand i10 Sportz",18.9
"1631","Mercedes-Benz New C-Class C 220 CDI Elegance AT",14.84
"1632","Hyundai Verna 1.6 SX VTVT AT",15.74
"1633","Fiat Punto EVO 1.2 Emotion",15.7
"1634","Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV",12.99
"1635","Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT",18.49
"1636","Volkswagen Polo 1.5 TDI Comfortline",20.14
"1637","BMW 5 Series 520d Luxury Line",22.48
"1638","Mercedes-Benz GLE 350d",11.57
"1639","Mercedes-Benz M-Class ML 350 CDI",11.74
"1640","Hyundai Grand i10 1.2 Kappa Sportz",18.9
"1641","Skoda Superb Elegance 1.8 TSI AT",13.7
"1642","Hyundai i10 Sportz AT",16.95
"1643","Hyundai i20 1.4 CRDi Asta",23
"1644","Mahindra Scorpio VLX",12.05
"1645","Honda Brio V MT",19.4
"1646","Hyundai i20 1.2 Magna Executive",18.6
"1647","Ford Endeavour 4x2 XLT Limited Edition",10.9
"1648","Hyundai Verna CRDi SX",16.8
"1649","Toyota Fortuner 3.0 Diesel",11.5
"1650","BMW X1 sDrive20d",17.05
"1651","Toyota Fortuner 4x2 AT",12.55
"1652","Honda Amaze V CVT Petrol",19
"1653","Hyundai i10 Era 1.1",19.81
"1654","Hyundai i20 1.2 Sportz",17
"1655","BMW 3 Series 320d GT Luxury Line",19.59
"1656","Audi Q3 35 TDI Quattro Premium Plus",15.17
"1657","Maruti Swift VXI Optional",20.4
"1658","Maruti Baleno Delta Automatic",21.4
"1659","Hyundai Accent GLE",13.2
"1660","Maruti Ritz LXi",18.5
"1661","Tata Nano Lx",26
"1662","Ford Figo Diesel EXI",20
"1663","Volkswagen Passat Diesel Highline 2.0 TDI",18.33
"1664","Fiat Linea Emotion Pack (Diesel)",19
"1665","Mahindra Xylo D4",14.95
"1666","Maruti Wagon R VXI",18.9
