"","X","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","car_age"
"791",1191,"Toyota Etios GD SP","Coimbatore",2016,53702,"Diesel","Manual","First",23.59,1364,67.04,5,6.55,8
"792",1192,"Volvo S60 D4 Momentum","Hyderabad",2015,51000,"Diesel","Automatic","First",27.03,1969,190,5,25,9
"793",1193,"Ford Figo Diesel EXI","Kolkata",2012,36542,"Diesel","Manual","First",20,1399,68.05,5,2.65,12
"794",1195,"BMW 3 Series 320d Luxury Line","Chennai",2012,65000,"Diesel","Automatic","First",22.69,1995,190,5,14,12
"795",1196,"Maruti Alto 800 VXI","Pune",2014,32000,"Petrol","Manual","Second",22.74,796,47.3,5,2.1,10
"796",1198,"Volkswagen Polo 1.0 MPI Trendline","Hyderabad",2019,1000,"Petrol","Manual","First",18.78,999,75,5,5.68,5
"797",1202,"Maruti Alto 800 LXI","Kolkata",2013,56840,"Petrol","Manual","First",22.74,796,47.3,5,1.55,11
"798",1203,"Volkswagen Vento Diesel Highline","Coimbatore",2013,62746,"Diesel","Manual","Second",20.54,1598,103.6,5,5.9,11
"799",1206,"Maruti Ertiga VDI","Mumbai",2016,54000,"Diesel","Manual","First",20.77,1248,88.76,7,7.75,8
"800",1210,"Hyundai Verna 1.6 SX VTVT (O) AT","Mumbai",2017,16100,"Petrol","Automatic","First",17.1,1591,121.4,5,11.6,7
"801",1211,"Volkswagen Vento 1.5 Highline Plus AT 16 Alloy","Hyderabad",2017,3600,"Diesel","Automatic","First",21.5,1498,108.5,5,12.25,7
"802",1212,"Honda City 1.5 S MT","Jaipur",2011,52000,"Petrol","Manual","First",17,1497,118,5,3.8,13
"803",1213,"Ford Figo Diesel Titanium","Mumbai",2014,54000,"Diesel","Manual","First",20,1399,68.05,5,3.25,10
"804",1214,"Honda Jazz 1.2 VX i VTEC","Mumbai",2016,15399,"Petrol","Manual","First",18.7,1199,88.7,5,6.4,8
"805",1215,"Volkswagen Polo Petrol Highline 1.2L","Bangalore",2012,75000,"Petrol","Manual","Second",16.47,1198,73.9,5,3.95,12
"806",1216,"Honda City i-VTEC S","Delhi",2010,76752,"Petrol","Manual","First",17.4,1497,117.3,5,3.57,14
"807",1217,"Honda City ZX GXi","Mumbai",2005,56000,"Petrol","Manual","Second",17.7,1497,78,5,1.25,19
"808",1220,"BMW 5 Series 2013-2017 520d Luxury Line","Ahmedabad",2014,35000,"Diesel","Automatic","Second",18.12,1995,190,5,23,10
"809",1223,"Volkswagen Vento Diesel Comfortline","Kolkata",2012,34000,"Diesel","Manual","First",20.54,1598,103.6,5,3.4,12
"810",1224,"Maruti Zen VX","Jaipur",1999,70000,"Petrol","Manual","Second",17.3,993,60,5,0.77,25
"811",1225,"Maruti 800 DX BSII","Jaipur",2009,32000,"Petrol","Manual","First",16.1,796,37,4,0.9,15
"812",1229,"Chevrolet Beat LT","Pune",2012,78000,"Petrol","Manual","Second",18.6,1199,79.4,5,2,12
"813",1230,"Toyota Corolla Altis 1.4 DG","Ahmedabad",2012,52000,"Diesel","Manual","First",21.43,1364,86.79,5,6.5,12
"814",1232,"Hyundai Xcent 1.1 CRDi Base","Mumbai",2016,170000,"Diesel","Manual","First",24.4,1120,71,5,4,8
"815",1234,"Hyundai i10 Sportz","Pune",2009,62500,"Petrol","Manual","First",20.36,1197,78.9,5,2.1,15
"816",1237,"Audi Q3 2.0 TDI Quattro","Hyderabad",2013,60000,"Diesel","Automatic","First",17.32,1968,184,5,21,11
"817",1238,"Hyundai i20 Magna Optional 1.4 CRDi","Mumbai",2014,12400,"Diesel","Manual","First",21.9,1396,88.8,5,4.65,10
"818",1239,"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Mumbai",2013,87000,"Diesel","Automatic","Second",19.27,2143,167.62,5,17,11
"819",1240,"Maruti Ritz VDi","Pune",2013,20248,"Diesel","Manual","First",21.1,1248,73.9,5,4.35,11
"820",1241,"Hyundai Creta 1.6 SX Plus Diesel","Coimbatore",2017,52383,"Diesel","Manual","First",19.67,1582,126.2,5,14.82,7
"821",1245,"Toyota Camry 2.5 Hybrid","Pune",2018,17585,"Petrol","Automatic","First",19.16,2494,157.7,5,32,6
"822",1247,"Maruti Swift VDI","Kochi",2017,34613,"Diesel","Manual","First",28.4,1248,74,5,6.24,7
"823",1248,"Maruti Ertiga VDI Limited Edition","Chennai",2015,153000,"Diesel","Manual","First",20.77,1248,88.76,7,4.8,9
"824",1249,"Maruti Swift VXi BSIV","Chennai",2014,54000,"Petrol","Manual","Second",16.1,1197,85,5,4.5,10
"825",1250,"Hyundai i10 Sportz","Kochi",2015,16900,"Petrol","Manual","First",20.36,1197,78.9,5,3.87,9
"826",1251,"Hyundai i10 Sportz","Delhi",2013,62334,"Petrol","Manual","First",20.36,1197,78.9,5,2.75,11
"827",1252,"Maruti Baleno Sigma 1.2","Kochi",2018,23714,"Petrol","Manual","First",21.4,1197,83.1,5,6.57,6
"828",1253,"Hyundai Accent Executive","Jaipur",2010,52325,"Petrol","Manual","First",16.36,1495,93.7,5,2,14
"829",1254,"Honda Brio S MT","Ahmedabad",2012,50000,"Petrol","Manual","First",19.4,1198,86.8,5,3.65,12
"830",1255,"Maruti Swift ZDi","Hyderabad",2016,55746,"Diesel","Manual","First",22.9,1248,74,5,6.95,8
"831",1256,"Hyundai Xcent 1.2 VTVT S","Bangalore",2014,54000,"Petrol","Manual","First",20.14,1197,81.86,5,5.5,10
"832",1260,"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Bangalore",2016,51944,"Diesel","Automatic","First",19.27,2143,170,5,32.5,8
"833",1261,"Hyundai i20 Asta 1.4 CRDi","Kochi",2015,46950,"Diesel","Manual","First",21.27,1396,88.76,5,6.45,9
"834",1262,"Skoda Octavia Elegance 2.0 TDI AT","Mumbai",2015,23000,"Diesel","Automatic","First",19.3,1968,141,5,15.75,9
"835",1263,"Honda City 1.5 S MT","Mumbai",2014,54546,"Petrol","Manual","First",17,1497,118,5,5.5,10
"836",1265,"Audi Q3 2.0 TDI Quattro","Kolkata",2013,45000,"Diesel","Automatic","First",17.32,1968,184,5,15.25,11
"837",1266,"Maruti Alto K10 2010-2014 VXI","Hyderabad",2012,46004,"Petrol","Manual","First",20.92,998,67.1,5,2.4,12
"838",1267,"Tata Indigo eCS LX BSIV","Chennai",2011,124000,"Diesel","Manual","First",23.03,1396,69,5,2.3,13
"839",1268,"Audi A4 2.0 TDI 177 Bhp Premium Plus","Kochi",2014,77395,"Diesel","Automatic","First",17.11,1968,174.33,5,14.35,10
"840",1270,"Honda City i-VTEC CVT VX","Kochi",2018,22974,"Petrol","Automatic","First",18,1497,117.3,5,11.97,6
"841",1273,"Hyundai Grand i10 Sportz","Ahmedabad",2017,17125,"Petrol","Manual","First",18.9,1197,82,5,5.4,7
"842",1275,"Volkswagen Polo Petrol Highline 1.2L","Bangalore",2013,37000,"Petrol","Manual","First",16.47,1198,73.9,5,5.1,11
"843",1276,"Maruti Wagon R LXI Minor","Jaipur",2006,65000,"Petrol","Manual","First",18.9,1061,67,5,1.5,18
"844",1277,"Honda City 1.5 V MT","Bangalore",2011,66000,"Petrol","Manual","First",17,1497,118,5,4.9,13
"845",1280,"Hyundai i20 1.2 Magna","Kolkata",2010,18000,"Petrol","Manual","First",18.5,1197,80,5,2.3,14
"846",1281,"Hyundai Grand i10 CRDi Sportz Celebration Edition","Kochi",2018,35070,"Diesel","Manual","First",24,1120,70,5,5.99,6
"847",1283,"Hyundai i10 Sportz 1.2","Kolkata",2009,40000,"Petrol","Manual","First",20.36,1197,78.9,5,1.7,15
"848",1284,"Hyundai i20 Asta","Kolkata",2009,43000,"Petrol","Manual","First",17,1197,80,5,1.99,15
"849",1285,"Chevrolet Beat LS","Pune",2012,65000,"Petrol","Manual","First",18.6,1199,79.4,5,2.5,12
"850",1286,"Volkswagen Polo Diesel Highline 1.2L","Hyderabad",2013,74000,"Diesel","Manual","First",22.07,1199,73.9,5,4.85,11
"851",1289,"Honda City i DTEC VX","Jaipur",2015,66339,"Diesel","Manual","Second",25.1,1498,98.6,5,6.9,9
"852",1290,"Ford Figo Diesel Titanium","Hyderabad",2013,90200,"Diesel","Manual","First",20,1399,68.05,5,3.5,11
"853",1292,"Maruti Ciaz 1.4 AT Alpha","Delhi",2017,32000,"Petrol","Automatic","First",19.12,1373,91.1,5,9.2,7
"854",1293,"Hyundai Grand i10 AT Asta","Mumbai",2015,29631,"Petrol","Automatic","First",18.9,1197,82,5,4.9,9
"855",1295,"Ford EcoSport 1.0 Ecoboost Titanium Plus BE","Kochi",2014,54173,"Petrol","Manual","First",18.88,999,123.24,5,5.55,10
"856",1297,"Fiat Linea Emotion (Diesel)","Kolkata",2010,145000,"Diesel","Manual","First",20.4,1248,91.7,5,2.6,14
"857",1298,"Maruti Swift Lxi BSIII","Jaipur",2015,78000,"Petrol","Manual","First",16.1,1298,88.2,5,4.5,9
"858",1301,"Maruti Swift LDI","Mumbai",2015,14000,"Diesel","Manual","First",28.4,1248,74,5,5.25,9
"859",1302,"Audi A6 2011-2015 2.0 TDI Premium Plus","Kochi",2014,57456,"Diesel","Automatic","First",17.68,1968,174.33,5,21.56,10
"860",1303,"BMW 5 Series 520d Luxury Line","Coimbatore",2012,44450,"Diesel","Automatic","First",22.48,1995,190,5,24.68,12
"861",1304,"Hyundai i20 Magna Optional 1.2","Delhi",2013,63777,"Petrol","Manual","First",18.5,1197,82.9,5,3.67,11
"862",1305,"BMW X1 M Sport sDrive 20d","Mumbai",2016,31000,"Diesel","Automatic","First",17.05,1995,190,5,29.5,8
"863",1306,"Toyota Etios G","Delhi",2012,60000,"Petrol","Manual","First",17.6,1496,88.73,5,3.1,12
"864",1307,"Tata Indigo LX","Ahmedabad",2015,78008,"Diesel","Manual","First",17,1405,70,5,2.9,9
"865",1310,"Volkswagen Polo GT TDI","Hyderabad",2011,57275,"Diesel","Manual","First",19.7,1598,103.6,5,4.5,13
"866",1311,"Hyundai Grand i10 CRDi Magna","Delhi",2014,45000,"Diesel","Manual","First",24,1120,70,5,3.49,10
"867",1312,"Maruti Swift VDI BSIV","Delhi",2014,57319,"Diesel","Manual","First",25.2,1248,74,5,4.25,10
"868",1313,"Hyundai Verna CRDi 1.4 E","Chennai",2008,121097,"Diesel","Manual","Second",24,1396,88.76,5,1.9,16
"869",1314,"BMW 5 Series 2003-2012 525d","Mumbai",2011,89000,"Diesel","Automatic","First",16.73,1995,218,5,16.57,13
"870",1315,"Honda City 1.5 S MT","Bangalore",2012,72000,"Petrol","Manual","First",17,1497,118,5,5.75,12
"871",1316,"Audi A4 2.0 TDI","Delhi",2013,36000,"Diesel","Automatic","Second",16.55,1968,147.51,5,14,11
"872",1317,"Fiat Linea Classic Plus 1.3 Multijet","Jaipur",2013,86000,"Diesel","Manual","Second",19.5,1248,75,5,2.5,11
"873",1320,"BMW 3 Series 320d Luxury Line","Kochi",2013,37613,"Diesel","Automatic","First",22.69,1995,190,5,13.95,11
"874",1321,"Ford Fiesta 1.4 Duratec EXI","Chennai",2007,100000,"Petrol","Manual","First",16.6,1388,68,5,1.6,17
"875",1322,"Tata Nano XTA","Coimbatore",2016,5240,"Petrol","Automatic","First",21.9,624,37.48,4,3.6,8
"876",1324,"Maruti Ignis 1.2 Delta","Coimbatore",2019,16862,"Petrol","Manual","First",20.89,1197,81.8,5,6.06,5
"877",1325,"Maruti Swift Dzire ZXi","Coimbatore",2013,59254,"Petrol","Manual","Second",17.5,1298,85.8,5,5.29,11
"878",1326,"Ford Ecosport 1.5 DV5 MT Titanium","Jaipur",2014,60000,"Diesel","Manual","First",22.7,1498,89.84,5,5.75,10
"879",1327,"Maruti Swift 1.3 ZXI","Hyderabad",2015,50295,"Petrol","Manual","First",16.1,1631.55257270694,113.803144037171,5,5.8,9
"880",1328,"Maruti Swift Dzire VXI","Coimbatore",2014,47674,"Petrol","Manual","First",19.1,1197,85.8,5,5.72,10
"881",1329,"Hyundai i10 Sportz AT","Kochi",2014,61517,"Petrol","Automatic","First",16.95,1197,78.9,5,4.39,10
"882",1331,"Hyundai i20 Magna 1.4 CRDi","Delhi",2015,66823,"Diesel","Manual","Second",22.54,1396,88.73,5,4.83,9
"883",1333,"Hyundai i20 Asta 1.4 CRDi","Chennai",2012,107000,"Diesel","Manual","Second",21.27,1396,88.76,5,4.5,12
"884",1334,"BMW 7 Series 730Ld","Mumbai",2011,55000,"Diesel","Automatic","Second",16.46,2993,258,5,19.5,13
"885",1337,"Honda City i VTEC VX","Kochi",2016,54317,"Petrol","Manual","First",17.4,1497,117.3,5,8.4,8
"886",1338,"Hyundai Xcent 1.2 Kappa SX","Mumbai",2016,10200,"Petrol","Manual","First",19.1,1197,82,5,4.99,8
"887",1339,"Honda City i DTec E","Coimbatore",2016,24337,"Diesel","Manual","First",26,1498,98.6,5,8.18,8
"888",1340,"Honda Brio S Option MT","Pune",2012,79000,"Petrol","Manual","First",18.4,1198,86.8,5,2.9,12
"889",1341,"Maruti Ciaz ZDi Plus SHVS","Jaipur",2015,40500,"Diesel","Manual","First",28.09,1248,88.5,5,7.1,9
"890",1342,"Maruti Swift Dzire VDI Optional","Pune",2016,23000,"Diesel","Manual","First",26.59,1248,74,5,7.05,8
"891",1346,"Honda City 1.5 V MT","Coimbatore",2012,66245,"Petrol","Manual","First",17,1497,118,5,5.68,12
"892",1349,"BMW 3 Series 320d Sport Line","Hyderabad",2015,10000,"Diesel","Automatic","First",18.88,1995,184,5,30,9
"893",1351,"Maruti Ciaz VXi Plus","Kochi",2015,44620,"Petrol","Manual","First",20.73,1373,91.1,5,6.93,9
"894",1358,"Maruti Alto LXi","Coimbatore",2012,49008,"Petrol","Manual","First",19.7,796,46.3,5,2.88,12
"895",1359,"Maruti Alto 800 2016-2019 LXI","Kolkata",2016,31000,"Petrol","Manual","First",24.7,796,47.3,5,2.15,8
"896",1360,"Nissan Sunny 2011-2014 XV","Pune",2013,8000,"Petrol","Manual","First",16.95,1498,97.7,5,3.75,11
"897",1361,"Maruti Alto 800 2016-2019 VXI","Mumbai",2019,171,"Petrol","Manual","First",24.7,796,47.3,5,3.6,5
"898",1362,"Maruti Alto K10 VXI","Kolkata",2018,2100,"Petrol","Manual","First",24.07,998,67.1,5,3.6,6
"899",1363,"Hyundai Grand i10 1.2 Kappa Sportz AT","Coimbatore",2018,20667,"Petrol","Automatic","First",18.9,1197,81.86,5,7.55,6
"900",1364,"Honda Mobilio S i DTEC","Kolkata",2015,50000,"Diesel","Manual","First",24.2,1498,98.6,7,4.7,9
"901",1365,"Tata Manza Aqua Quadrajet","Jaipur",2010,100030,"Diesel","Manual","Second",18.8,1248,90,5,1.6,14
"902",1366,"Chevrolet Optra Magnum 2.0 LT","Pune",2011,75372,"Diesel","Manual","First",16.52,1991,123.7,5,3.34,13
"903",1367,"Honda City i VTEC CVT VX","Kochi",2016,60475,"Petrol","Automatic","First",18,1497,117.3,5,9.1,8
"904",1368,"Hyundai Grand i10 1.2 Kappa Sportz","Kochi",2019,18453,"Petrol","Manual","First",18.9,1197,81.86,5,6.17,5
"905",1369,"Hyundai Verna CRDi 1.6 SX","Hyderabad",2008,96578,"Diesel","Manual","First",22,1582,126.2,5,2.5,16
"906",1370,"Nissan Micra XL","Kolkata",2016,31001,"Petrol","Manual","First",18.44,1198,75,5,3,8
"907",1371,"Hyundai Verna 1.6 SX","Jaipur",2012,65900,"Diesel","Manual","First",22.32,1582,126.32,5,5.75,12
"908",1373,"Maruti Wagon R VXI BS IV","Jaipur",2013,62700,"Petrol","Manual","Second",20.51,998,67.04,5,2.85,11
"909",1375,"Honda City 1.5 S AT","Bangalore",2016,36000,"Petrol","Automatic","First",16.8,1497,118,5,9.45,8
"910",1376,"Maruti Baleno Alpha 1.3","Delhi",2016,46000,"Diesel","Manual","First",27.39,1248,74,5,6.75,8
"911",1377,"Honda City i DTec V","Coimbatore",2017,73003,"Diesel","Manual","First",26,1498,98.6,5,7.75,7
"912",1378,"Hyundai i20 Era 1.4 CRDi","Kochi",2014,46566,"Diesel","Manual","First",22.54,1396,88.76,5,4.4,10
"913",1380,"Nissan Terrano XV 110 PS","Kochi",2014,103788,"Diesel","Manual","First",19.01,1461,108.5,5,5.67,10
"914",1381,"Renault Duster 110PS Diesel RxZ AMT","Bangalore",2016,45000,"Diesel","Automatic","First",19.6,1461,108.45,5,11.5,8
"915",1382,"Maruti Wagon R LXI Minor","Pune",2009,120000,"Petrol","Manual","First",18.9,998,67.1,5,1.69,15
"916",1383,"Hyundai Getz 1.5 CRDi GVS","Jaipur",2009,97359,"Diesel","Manual","Second",17.1,1493,110,5,1.8,15
"917",1384,"Maruti Ritz LXi","Mumbai",2016,62000,"Petrol","Manual","First",18.5,1197,85.8,5,3.2,8
"918",1386,"BMW 5 Series 520d Sport Line","Kochi",2019,18373,"Diesel","Automatic","First",22.48,1995,187.74,5,45.86,5
"919",1387,"Volkswagen Polo 1.2 MPI Highline","Hyderabad",2016,60453,"Petrol","Manual","First",16.47,1198,74,5,5.1,8
"920",1390,"BMW 3 Series 320d Luxury Line","Hyderabad",2013,30000,"Diesel","Automatic","First",18.88,1995,184,5,22,11
"921",1391,"Hyundai Verna 1.6 SX CRDi (O)","Delhi",2012,70707,"Diesel","Manual","First",22.32,1582,126.32,5,4.28,12
"922",1392,"Renault Duster 85PS Diesel RxL","Coimbatore",2015,64677,"Diesel","Manual","First",20.45,1461,83.8,5,5.67,9
"923",1393,"Hyundai Grand i10 1.2 Kappa Magna AT","Bangalore",2018,3000,"Petrol","Automatic","First",18.9,1197,81.86,5,6.2,6
"924",1394,"BMW X1 sDrive20d","Bangalore",2013,49000,"Diesel","Automatic","Second",17.05,1995,184,5,14.49,11
"925",1395,"Maruti Ritz VDi","Pune",2010,71000,"Diesel","Manual","First",21.1,1248,73.9,5,3,14
"926",1396,"Hyundai i10 Era 1.1 iTech SE","Jaipur",2010,52000,"Petrol","Manual","Second",19.81,1086,68.05,5,2.25,14
"927",1398,"Honda City V MT Exclusive","Kochi",2019,5377,"Petrol","Manual","First",16.8,1497,116.3,5,11.45,5
"928",1400,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Coimbatore",2015,92708,"Diesel","Manual","First",22.7,1498,89.84,5,7.48,9
"929",1401,"Maruti Alto LXi","Coimbatore",2010,48105,"Petrol","Manual","First",19.7,796,46.3,5,3.1,14
"930",1402,"Volkswagen Polo 1.2 MPI Highline","Mumbai",2011,46759,"Petrol","Manual","First",16.47,1198,74,5,2.55,13
"931",1403,"Volkswagen Polo Diesel Comfortline 1.2L","Jaipur",2013,62000,"Diesel","Manual","First",22.07,1199,73.9,5,3.5,11
"932",1404,"Volkswagen Polo Diesel Highline 1.2L","Kolkata",2012,35175,"Diesel","Manual","First",22.07,1199,73.9,5,2.59,12
"933",1405,"Maruti Ertiga ZDI","Kolkata",2013,70000,"Diesel","Manual","First",20.77,1248,88.8,7,5.45,11
"934",1406,"Ford EcoSport 1.5 TDCi Ambiente","Kolkata",2017,30000,"Diesel","Manual","First",22.77,1498,98.59,5,6,7
"935",1409,"Maruti Swift Dzire Tour LDI","Kolkata",2017,148000,"Diesel","Manual","First",23.4,1248,74,5,4.75,7
"936",1410,"Ford Ecosport 1.0 Ecoboost Platinum Edition","Mumbai",2017,22000,"Petrol","Manual","First",18.88,999,123.24,5,7.85,7
"937",1411,"Hyundai Verna CRDi SX","Ahmedabad",2013,75000,"Diesel","Manual","First",16.8,1493,110,5,6,11
"938",1412,"Tata Zest Revotron 1.2T XM","Mumbai",2016,43706,"Petrol","Manual","First",17.57,1193,88.7,5,4,8
"939",1414,"Tata Indica Vista Quadrajet VX","Pune",2012,65000,"Diesel","Manual","First",22.3,1248,74,5,2.5,12
"940",1415,"Maruti Swift Dzire VDI","Delhi",2015,76128,"Diesel","Manual","First",26.59,1248,74,5,5.5,9
"941",1417,"Hyundai i20 1.2 Spotz","Mumbai",2017,18673,"Petrol","Manual","First",18.6,1197,81.83,5,6.22,7
"942",1418,"Hyundai EON Era Plus","Kolkata",2016,11583,"Petrol","Manual","First",21.1,814,55.2,5,2.75,8
"943",1420,"Mercedes-Benz GLA Class 200 CDI SPORT","Pune",2017,50000,"Diesel","Automatic","First",17.9,2143,136,5,25,7
"944",1421,"Maruti Celerio VXI","Delhi",2014,77000,"Petrol","Manual","First",23.1,998,67.04,5,2.8,10
"945",1422,"Chevrolet Beat LT","Mumbai",2014,54890,"Petrol","Manual","Second",17.8,1199,76.8,5,2.45,10
"946",1423,"Honda Jazz 1.2 V AT i VTEC Privilege","Pune",2016,21000,"Petrol","Automatic","First",19,1199,88.7,5,6.35,8
"947",1424,"BMW 3 Series 320d Highline","Mumbai",2009,58557,"Diesel","Automatic","Third",16.07,1995,181,5,8,15
"948",1425,"Renault Duster 110PS Diesel RxL","Bangalore",2014,70000,"Diesel","Manual","First",19.01,1461,108.45,5,8.25,10
"949",1426,"Ford Figo 2015-2019 1.5P Titanium AT","Mumbai",2017,16000,"Petrol","Automatic","First",17.01,1499,110.4,5,5.95,7
"950",1428,"Chevrolet Beat Diesel LS","Kochi",2016,83629,"Diesel","Manual","First",25.44,936,56.3,5,3.15,8
"951",1429,"Volkswagen Polo GTI","Chennai",2014,35059,"Petrol","Automatic","First",17.21,1798,189,4,5.75,10
"952",1431,"Hyundai Verna 1.6 SX CRDI (O) AT","Kochi",2016,44875,"Diesel","Automatic","Second",22.32,1582,126.32,5,8.01,8
"953",1432,"Ford Figo 2015-2019 1.2P Titanium Opt MT","Coimbatore",2017,25095,"Petrol","Manual","First",18.16,1196,86.8,5,6.48,7
"954",1433,"Maruti 800 AC","Jaipur",2007,59000,"Petrol","Manual","First",16.1,796,37,4,0.75,17
"955",1434,"Honda City i DTEC V","Kolkata",2014,36000,"Diesel","Manual","First",26,1498,98.6,5,5,10
"956",1436,"Ford Figo Diesel ZXI","Chennai",2010,90000,"Diesel","Manual","First",20,1399,68,5,2.6,14
"957",1437,"Ford EcoSport 1.5 Petrol Titanium","Pune",2018,17000,"Petrol","Manual","First",17,1497,121.36,5,9.2,6
"958",1438,"Hyundai i20 Asta 1.2","Mumbai",2015,42575,"Petrol","Manual","First",18.6,1197,81.83,5,5.05,9
"959",1440,"Renault Duster 85PS Diesel RxL Optional","Mumbai",2013,74000,"Diesel","Manual","First",20.46,1461,83.8,5,5.5,11
"960",1442,"Honda City 1.5 S MT","Delhi",2009,231673,"Petrol","Manual","First",17,1497,118,5,2.6,15
"961",1443,"Maruti Alto K10 VXI","Hyderabad",2016,10000,"Petrol","Manual","First",24.07,998,67.1,5,3.5,8
"962",1444,"Nissan Micra Active XL Petrol","Kochi",2016,49389,"Petrol","Manual","First",19.49,1198,67.04,5,4.26,8
"963",1445,"Maruti Celerio VXI AT","Chennai",2016,12000,"Petrol","Automatic","Second",23.1,998,67.04,5,4.25,8
"964",1447,"Ford Fiesta Diesel Style","Chennai",2013,177000,"Diesel","Manual","First",23.5,1498,88.7,5,3.5,11
"965",1448,"Hyundai Verna 1.6 VTVT S","Jaipur",2015,89000,"Petrol","Manual","First",17.01,1591,121.3,5,7.5,9
"966",1450,"Maruti Swift Dzire VXi","Chennai",2012,49000,"Petrol","Manual","First",17.5,1298,85.8,5,4.9,12
"967",1452,"Hyundai Elite i20 Petrol Asta","Kochi",2017,13460,"Petrol","Manual","First",18.6,1197,81.86,5,8.91,7
"968",1453,"Hyundai Verna 1.6 VTVT EX AT","Kochi",2014,35642,"Petrol","Automatic","First",17.01,1591,121.4,5,6.69,10
"969",1454,"Chevrolet Cruze LTZ","Kochi",2014,52895,"Diesel","Manual","First",17.3,1998,163.7,5,6.02,10
"970",1456,"Maruti A-Star Vxi","Pune",2011,70000,"Petrol","Manual","First",19,998,66.1,5,2,13
"971",1457,"Nissan Micra Diesel XV Premium","Kolkata",2012,32048,"Diesel","Manual","First",23.08,1461,63.1,5,2.4,12
"972",1458,"Tata Nano LX","Pune",2013,4700,"Petrol","Manual","First",25.4,624,37.48,4,1.2,11
"973",1459,"Maruti Swift Dzire Tour LDI","Delhi",2014,71800,"Diesel","Manual","First",23.4,1248,74,5,2.9,10
"974",1461,"Audi Q3 2.0 TDI Quattro","Ahmedabad",2016,45000,"Diesel","Automatic","First",17.32,1968,184,5,27,8
"975",1462,"Honda Amaze VX i-DTEC","Chennai",2016,15388,"Diesel","Manual","First",25.8,1498,98.6,5,7.5,8
"976",1465,"Maruti Ritz VDi","Hyderabad",2012,85112,"Diesel","Manual","First",23.2,1248,73.94,5,3.39,12
"977",1467,"Maruti Ciaz ZDi SHVS","Chennai",2014,45000,"Diesel","Manual","First",28.09,1248,88.5,5,6.85,10
"978",1468,"Toyota Corolla Altis Aero D 4D J","Pune",2011,116000,"Diesel","Manual","Second",21.43,1364,138,5,5.75,13
"979",1469,"Tata Indica V2 eLS","Chennai",2015,100073,"Diesel","Manual","Second",25,1396,69,5,2,9
"980",1470,"Maruti 800 Std BSIII","Jaipur",2006,165000,"Petrol","Manual","First",16.1,796,37,4,0.9,18
"981",1471,"Volkswagen Polo 1.2 MPI Highline","Kolkata",2015,22000,"Petrol","Manual","First",16.47,1198,74,5,3.8,9
"982",1474,"Maruti Baleno Zeta 1.2","Coimbatore",2019,17705,"Petrol","Manual","First",21.4,1197,83.1,5,8.7,5
"983",1475,"Maruti Baleno Zeta 1.2","Mumbai",2016,12000,"Petrol","Manual","First",21.4,1197,83.1,5,6.1,8
"984",1476,"Mini Cooper Countryman D","Hyderabad",2013,51000,"Diesel","Automatic","First",23.8,1998,112,5,21.94,11
"985",1478,"Maruti Alto K10 LXI","Delhi",2015,51000,"Petrol","Manual","First",20.92,998,67.1,5,2.65,9
"986",1479,"Maruti Swift VXI Optional","Kochi",2017,42527,"Petrol","Manual","First",20.4,1197,81.8,5,5.27,7
"987",1480,"Chevrolet Sail LT ABS","Kolkata",2014,45000,"Diesel","Manual","First",22.1,1248,74,5,2.48,10
"988",1483,"BMW 3 Series 320d Sport Line","Hyderabad",2012,57156,"Diesel","Automatic","Second",18.88,1995,184,5,18,12
"989",1484,"Skoda Octavia Ambition 1.4 TSI MT","Coimbatore",2016,53211,"Petrol","Manual","First",16.8,1395,138.02,5,11.64,8
"990",1487,"Hyundai i20 1.4 CRDi Asta","Kolkata",2011,37000,"Diesel","Manual","First",23,1396,90,5,2.95,13
"991",1488,"Tata Manza Club Class Quadrajet90 LX","Mumbai",2013,64000,"Diesel","Manual","Second",21.02,1248,88.76,5,2.65,11
"992",1490,"Hyundai Creta 1.6 SX Automatic Diesel","Chennai",2016,55000,"Diesel","Automatic","First",17.6,1582,126.2,5,12.5,8
"993",1491,"Maruti Ritz VXI","Mumbai",2014,33000,"Petrol","Manual","First",21.1,1197,85.8,5,3.25,10
"994",1494,"Volkswagen Ameo 1.5 TDI Comfortline","Jaipur",2016,58095,"Diesel","Manual","First",21.66,1498,108.62,5,5.8,8
"995",1495,"Tata Zest Revotron 1.2 XT","Kolkata",2015,7445,"Petrol","Manual","First",17.57,1193,88.7,5,5,9
"996",1498,"Maruti A-Star Vxi","Pune",2011,69000,"Petrol","Manual","Second",19,998,66.1,5,1.95,13
"997",1500,"Hyundai i20 Asta (o)","Delhi",2014,42365,"Petrol","Manual","First",17,1197,80,5,5.5,10
"998",1503,"Maruti Baleno Alpha 1.3","Hyderabad",2016,30112,"Diesel","Manual","First",27.39,1248,74,5,7.79,8
"999",1504,"Maruti Ertiga VDI","Kochi",2017,43775,"Diesel","Manual","First",20.77,1248,88.76,7,8.27,7
"1000",1508,"BMW X3 xDrive20d","Coimbatore",2014,41089,"Diesel","Automatic","First",16.09,1995,184,5,28.79,10
